,Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,owner_cat
1739,Maruti Suzuki,Swift DZire VXI,430000,2014,59000,Petrol,Manual,Guwahati,Blue,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0,2
1740,Maruti Suzuki,Ertiga VDI SHVS,740000,2017,88000,Diesel,Manual,Mohali,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4296.0,1695.0,1685.0,7.0,45.0,2
1741,Mercedes-Benz,CLA 200 Petrol Sport,1975000,2015,19000,Petrol,Automatic,Pune,White,First,Individual,1991 cc,181 bhp @ 5500 rpm,300 Nm @ 1200 rpm,FWD,4630.0,1777.0,1432.0,5.0,,2
1742,BMW,X7 xDrive40i M Sport,12500000,2021,9500,Petrol,Automatic,Chandigarh,White,First,Individual,2998 cc,335 bhp @ 5500 rpm,450 Nm @ 1500 rpm,AWD,5151.0,2000.0,1805.0,6.0,83.0,2
1743,Hyundai,Creta SX 1.6 AT Petrol,1260000,2018,36000,Petrol,Automatic,Mumbai,Grey,First,Individual,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270.0,1780.0,1665.0,5.0,55.0,2
1744,Renault,Kwid RXT [2015-2019],250000,2017,32000,Petrol,Manual,Kolkata,White,First,Individual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679.0,1579.0,1478.0,5.0,28.0,2
1745,Hyundai,Verna SX (O) AT Anniversary Edition 1.6 VTVT,975000,2018,53300,Petrol,Automatic,Thane,Grey,First,Individual,1591 cc,121 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4440.0,1729.0,1475.0,5.0,45.0,2
1746,Audi,A4 Premium Plus 40 TFSI,4151000,2022,1,Petrol,Automatic,Delhi,Black,UnRegistered Car,Individual,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1450 rpm,FWD,4762.0,1847.0,1433.0,5.0,54.0,6
1747,BMW,X1 sDrive20d,3250000,2020,32005,Diesel,Automatic,Bangalore,Blue,Second,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4454.0,1798.0,1545.0,5.0,61.0,4
1748,Ford,Endeavour Titanium 3.2 4x4 AT,3450000,2018,35000,Diesel,Automatic,Ludhiana,White,First,Individual,3198 cc,197 bhp @ 3000 rpm,470 Nm @ 1750 rpm,AWD,4892.0,1860.0,1837.0,7.0,80.0,2
1749,BMW,X3 xDrive30i M Sport,6680000,2022,18223,Petrol,Automatic,Ahmedabad,Blue,First,Individual,1998 cc,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,AWD,4708.0,1891.0,1676.0,5.0,60.0,2
1750,Mahindra,TUV300 T8,600000,2016,92000,Diesel,Manual,Kanpur,White,Second,Individual,1493 cc,84 bhp @ 3750 rpm,230 Nm @ 1500 rpm,RWD,3995.0,1835.0,1839.0,7.0,60.0,4
1751,Hyundai,Elantra 2.0 SX (O) AT,1465000,2019,22000,Petrol,Automatic,Mumbai,Silver,Second,Individual,1999 cc,150 bhp @ 6200 rpm,192 Nm @ 4000 rpm,FWD,4570.0,1800.0,1465.0,5.0,50.0,4
1752,Hyundai,Verna Fluidic 1.6 VTVT SX,475000,2014,62000,Petrol,Manual,Delhi,Silver,First,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370.0,1700.0,1475.0,5.0,43.0,2
1753,Renault,Kiger RXZ AMT,1000000,2022,4000,Petrol,Automatic,Hyderabad,White,Second,Individual,999 cc,71 bhp @ 6250 rpm,96 Nm @ 3500 rpm,FWD,3991.0,1750.0,1605.0,5.0,40.0,4
1754,Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],1850000,2016,72000,Diesel,Automatic,Ludhiana,White,First,Individual,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD,4735.0,1830.0,1795.0,7.0,55.0,2
1755,Maruti Suzuki,Ciaz ZXI+,570000,2015,60798,Petrol,Manual,Mumbai,White,First,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0,2
1756,Hyundai,Verna 1.6 VTVT SX AT,770000,2016,20000,Petrol,Automatic,Pune,White,First,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4375.0,1700.0,1475.0,5.0,43.0,2
1757,Honda,City V CVT Petrol [2017-2019],1040000,2019,18000,Petrol,Automatic,Delhi,Brown,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0,2
1758,Mahindra,Scorpio SLE BS-IV,675000,2014,78000,Diesel,Manual,Ludhiana,White,Second,Individual,2179 cc,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,RWD,4430.0,1817.0,1975.0,8.0,60.0,4
1759,Maruti Suzuki,Swift DZire VXI,450000,2014,52000,Petrol,Manual,Delhi,Silver,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0,2
1760,Maruti Suzuki,Swift ZXi,800000,2022,10000,Petrol,Manual,Jalandhar,White,First,Individual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD,3845.0,1735.0,1530.0,5.0,37.0,2
1761,Tata,Safari 2.2 VX 4x2 Varicor400,2200000,2021,32000,Diesel,Manual,Patna,Green,First,Individual,2179 cc,154 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4655.0,1965.0,1922.0,7.0,63.0,2
1762,Mahindra,XUV500 W10,1075000,2015,138000,Diesel,Manual,Bangalore,Silver,First,Individual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0,2
1763,Maruti Suzuki,DZire LDi,560000,2018,84500,Diesel,Manual,Ambala Cantt,White,Third,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1735.0,1515.0,5.0,37.0,5
1764,Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],450000,2016,47000,Petrol,Manual,Dehradun,Grey,Second,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0,4
1765,Volvo,S90 Momentum D4 [2018-2020],4175000,2018,20000,Diesel,Automatic,Delhi,White,First,Individual,1969 cc,190 bhp @ 4250 rpm,400 Nm @ 1750 rpm,FWD,4963.0,1879.0,1443.0,5.0,55.0,2
1766,MINI,Cooper JCW Hatchback,5200000,2022,0,Petrol,Automatic,Ahmedabad,Yellow,UnRegistered Car,Individual,1998 cc,228 bhp @ 5200 rpm,320 Nm @ 1450 rpm,FWD,3850.0,1727.0,1414.0,4.0,44.0,6
1767,Hyundai,Verna EX 1.6 CRDi [2017-2018],810000,2018,73000,Diesel,Manual,Pune,Red,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4440.0,1729.0,1475.0,5.0,45.0,2
1768,Mercedes-Benz,S-Class S 500,1875000,2011,72000,Petrol,Automatic,Mumbai,Silver,First,Individual,4663 cc,453 bhp @ 5250 rpm,700 Nm @ 1800 rpm,RWD,5246.0,1899.0,1494.0,4.0,80.0,2
1769,Honda,Jazz S AT [2015-2016],520000,2015,42000,Petrol,Automatic,Delhi,White,First,Individual,1198 cc,87 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955.0,1694.0,1544.0,5.0,40.0,2
1770,Mercedes-Benz,GLE 300d 4MATIC LWB,8900000,2021,9000,Diesel,Automatic,Delhi,Black,First,Individual,1950 cc,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,AWD,4924.0,2157.0,1772.0,5.0,93.0,2
1771,Porsche,Panamera 3.0 Diesel,5590000,2015,33000,Diesel,Automatic,Delhi,White,First,Individual,,,,,,,,,,2
1772,Maruti Suzuki,Swift VDi,425000,2015,36528,Diesel,Manual,Varanasi,Blue,Third,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0,5
1773,Maruti Suzuki,Swift VXi,325000,2012,30000,Petrol,Manual,Patna,Blue,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0,2
1774,MG,Hector Sharp 1.5 DCT Petrol [2019-2020],1889999,2021,17000,Petrol,Automatic,Delhi,White,First,Individual,1451 cc,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,,4655.0,1835.0,1760.0,5.0,60.0,2
1775,Volvo,XC60 Inscription,1950000,2016,79000,Diesel,Automatic,Ahmedabad,White,First,Individual,2400 cc,215 bhp @ 4000 rpm,440 Nm @ 1500 rpm,AWD,4644.0,1891.0,1713.0,5.0,70.0,2
1776,BMW,X3 xDrive-20d xLine,5300000,2019,15087,Diesel,Automatic,Mumbai,Blue,First,Corporate,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,4657.0,1881.0,1678.0,5.0,67.0,2
1777,Mahindra,Scorpio S2,950000,2018,41000,Diesel,Manual,Patna,Blue,First,Individual,2523 cc,75 bhp @ 3200 rpm,200 Nm @ 1400 rpm,RWD,4456.0,1820.0,1930.0,8.0,60.0,2
1778,Volvo,XC90 D5 Inscription,8500000,2021,32500,Diesel,Automatic,Ahmedabad,White,First,Individual,1969 cc,232 bhp @ 4250 rpm,480 Nm @ 1750 rpm,AWD,4953.0,2008.0,1776.0,7.0,71.0,2
1779,Audi,A6 35 TDI Matrix,1975000,2015,61000,Diesel,Automatic,Delhi,White,Second,Individual,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD,4933.0,1874.0,1455.0,5.0,75.0,4
1780,Mercedes-Benz,GLE 250 d,4200000,2017,85000,Diesel,Automatic,Ludhiana,Black,First,Individual,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819.0,2141.0,1796.0,5.0,93.0,2
1781,Mercedes-Benz,C-Class C 220d Progressive [2018-2019],3500000,2019,55000,Diesel,Automatic,Pune,Black,Second,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,4686.0,1810.0,1442.0,5.0,66.0,4
1782,Renault,Kwid CLIMBER 1.0 [2017-2019],375000,2017,45000,Petrol,Manual,Bhubaneswar,Grey,UnRegistered Car,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3679.0,1579.0,1478.0,5.0,28.0,6
1783,Mercedes-Benz,GLA 200 d Sport,1825000,2016,58000,Diesel,Automatic,Lucknow,White,First,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4424.0,1804.0,1494.0,5.0,50.0,2
1784,Mahindra,Thar LX 4-STR Hard Top Petrol AT,1710000,2021,4400,Petrol,Automatic,Mumbai,Black,First,Individual,1997 cc,150 bhp @ 5000 rpm,320 Nm @ 1500 rpm,AWD,3985.0,1820.0,1844.0,4.0,57.0,2
1785,Maruti Suzuki,Celerio VXi AMT,375000,2014,35000,Petrol,Automatic,Delhi,Red,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600.0,1600.0,1560.0,5.0,35.0,2
1786,Maruti Suzuki,Alto 800 Vxi,285000,2016,22346,Petrol,Manual,Patna,White,First,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395.0,1490.0,1475.0,5.0,35.0,2
1787,Mahindra,Thar AX 6-STR Soft Top Petrol MT,1850000,2021,23280,Petrol,Manual,Aurangabad,Red,Second,Individual,1997 cc,150 bhp @ 5000 rpm,300 Nm @ 1250 rpm,AWD,3985.0,1820.0,1920.0,6.0,57.0,4
1788,Maruti Suzuki,Ertiga ZDi,621000,2013,72000,Diesel,Manual,Mumbai,Blue,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4265.0,1695.0,1685.0,7.0,45.0,2
1789,Mitsubishi,Pajero 2.5 AT,1475000,2016,82000,Diesel,Automatic,Mumbai,Grey,First,Individual,2477 cc,176 bhp @ 4000 rpm,350 Nm @ 1800 rpm,RWD,4695.0,1815.0,1840.0,7.0,70.0,2
1790,Toyota,Fortuner 3.0 4x2 AT,1800000,2015,86000,Diesel,Automatic,Ludhiana,White,Second,Individual,2982 cc,169 bhp @ 3600 rpm,360 Nm @ 1400 rpm,RWD,4705.0,1840.0,1850.0,7.0,80.0,4
1791,Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],399000,2018,38000,Petrol,Manual,Kolkata,Silver,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0,2
1792,Hyundai,Creta 1.6 SX Plus Special Edition,890000,2015,138314,Diesel,Manual,Hyderabad,White,First,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0,2
1793,Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,1325000,2021,9900,Petrol,Automatic,Mumbai,Blue,First,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370.0,1700.0,1475.0,5.0,43.0,2
1794,Mercedes-Benz,C-Class 220 CDI AT,5300000,2022,12500,Diesel,Automatic,Hyderabad,White,UnRegistered Car,Individual,2148 cc,170@3700,410@2000,RWD,4596.0,1770.0,1447.0,5.0,66.0,6
1795,Mercedes-Benz,E-Class E 220d Expression [2019-2019],4775000,2018,51529,Diesel,Automatic,Bangalore,White,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063.0,1860.0,1494.0,5.0,80.0,2
1796,Mahindra,Quanto C4,249000,2013,60000,Diesel,Manual,Kolkata,Red,First,Individual,1493 cc,100 bhp @ 3750 rpm,240 Nm @ 1600 rpm,RWD,3985.0,1850.0,1880.0,7.0,55.0,2
1797,Maruti Suzuki,Celerio VXi (O) [2019-2020],509999,2019,48000,Petrol,Manual,Hyderabad,White,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3695.0,1600.0,1560.0,5.0,35.0,2
1798,Jeep,Compass Limited 2.0 Diesel 4x4 [2017-2020],1450000,2018,90000,Diesel,Manual,Guwahati,Black,First,Individual,1956 cc,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,AWD,4395.0,1818.0,1640.0,5.0,60.0,2
1799,Maruti Suzuki,S-Cross Delta 1.6,640000,2017,63000,Diesel,Manual,Delhi,Grey,First,Individual,1598 cc,118 bhp @ 3750 rpm,320 Nm @ 1750 rpm,FWD,4300.0,1765.0,1590.0,5.0,48.0,2
1800,Maruti Suzuki,Celerio LDi [2015-2017],299000,2017,65822,Diesel,Manual,Lucknow,Silver,First,Individual,793 cc,46 bhp @ 3500 rpm,125 Nm @ 2000 rpm,FWD,3600.0,1600.0,1560.0,5.0,35.0,2
1801,Maruti Suzuki,Wagon R Duo LXi LPG,195000,2009,102000,LPG,Manual,Nashik,White,First,Individual,1061 cc,58@6000,77@4500,FWD,3520.0,1475.0,1660.0,5.0,35.0,2
1802,Mercedes-Benz,S-Class 350 CDI L,1495000,2011,72100,Diesel,Automatic,Mumbai,Red,Second,Individual,2987 cc,235 bhp @ 4000 rpm,490 Nm @ 1800 rpm,RWD,5226.0,2120.0,1479.0,5.0,90.0,4
1803,Porsche,Cayenne Base,14900000,2021,7534,Petrol,Automatic,Mumbai,Blue,UnRegistered Car,Individual,2995 cc,335 bhp @ 5300 rpm,450 Nm @ 1340 rpm,AWD,4918.0,1983.0,1696.0,5.0,75.0,6
1804,Toyota,Etios Liva G,350000,2013,34000,Petrol,Manual,Pune,Black,First,Individual,1197 cc,80 bhp @ 5600 rpm,104 Nm @ 3100 rpm,FWD,3775.0,1695.0,1510.0,5.0,45.0,2
1805,Toyota,Innova 2.4 VX 7 STR [2016-2020],1421000,2017,75000,Diesel,Manual,Varanasi,White,Second,Individual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,4735.0,1830.0,1795.0,7.0,55.0,4
1806,Honda,Jazz V AT Petrol,595000,2017,99000,Petrol,Automatic,Noida,Brown,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955.0,1694.0,1544.0,5.0,40.0,2
1807,Maruti Suzuki,Swift DZire VDI,351000,2013,42000,Diesel,Manual,Patna,White,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0,2
1808,Maruti Suzuki,SX4 VXi,325000,2012,118000,Petrol,Manual,Pune,White,First,Individual,1586 cc,102@5500,145@4200,,4490.0,1735.0,1560.0,5.0,50.0,2
1809,Mahindra,XUV500 W8 AWD,975000,2017,78000,Diesel,Manual,Mumbai,Silver,First,Individual,2179 cc,140 bhp @ 3750 rpm,330 Nm @ 2800 rpm,AWD,4585.0,1890.0,1785.0,7.0,70.0,2
1810,Maruti Suzuki,Ciaz Delta Hybrid 1.5 [2018-2020],825000,2019,44000,Petrol,Manual,Delhi,White,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0,2
1811,Tata,Hexa XT 4x2 6 STR,1050000,2017,88757,Diesel,Manual,Indore,Blue,Second,Individual,2179 cc,154 bhp @ 4000 rpm,400 Nm @ 1700 rpm,RWD,4788.0,1903.0,1791.0,6.0,60.0,4
1812,Audi,Q3 30 TDI Premium FWD,1970000,2017,85000,Diesel,Automatic,Chennai,Blue,Second,Individual,1968 cc,150 bhp @ 3500 rpm,340 Nm @ 1750 rpm,FWD,4385.0,1831.0,1608.0,5.0,64.0,4
1813,BMW,2 Series Gran Coupe 220d M Sport [2020-2021],4100000,2020,12136,Diesel,Automatic,Hyderabad,Blue,First,Corporate,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD,4526.0,1800.0,1420.0,5.0,50.0,2
1814,Maruti Suzuki,Alto VXI,385000,2019,2200,Petrol,Manual,Mumbai,White,First,Individual,,,,,,,,,,2
1815,Audi,A4 35 TDI Premium Sunroof,1525000,2015,49000,Diesel,Automatic,Mohali,Silver,First,Individual,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD,4701.0,1826.0,1427.0,5.0,63.0,2
1816,Mercedes-Benz,A-Class Sedan 200,4150000,2021,6000,Petrol,Automatic,Delhi,White,First,Individual,1332 cc,161 bhp @ 5500 rpm,250 Nm @ 1620 rpm,FWD,4549.0,1796.0,1446.0,5.0,43.0,2
1817,Maruti Suzuki,Vitara Brezza ZDi Plus,725000,2017,64000,Diesel,Manual,Kolkata,Gold,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0,2
1818,Toyota,Corolla Altis 1.8 G,340000,2011,109000,Petrol,Manual,Mumbai,White,Second,Individual,1794 cc,132@6000,170@4200,FWD,4540.0,1760.0,1480.0,5.0,55.0,4
1819,Maruti Suzuki,Baleno Delta 1.2,650000,2018,32000,Petrol,Manual,Delhi,Blue,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0,2
1820,Maruti Suzuki,Swift Lxi (O) [2014-2017],570000,2019,13000,Petrol,Manual,Delhi,Silver,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850.0,1695.0,1530.0,5.0,42.0,2
1821,Toyota,Innova 2.5 E,160000,2008,90000,Diesel,Manual,Varanasi,White,Fourth,Individual,2494 cc,102@5600,200@3400,,4555.0,1770.0,1755.0,8.0,55.0,3
1822,Mahindra,Scorpio S5 2WD 7 STR,1220000,2020,35000,Diesel,Manual,Patna,White,First,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456.0,1820.0,1995.0,7.0,60.0,2
1823,Mahindra,XUV500 W4 1.99,800000,2017,112000,Diesel,Manual,Muzaffurpur,Silver,First,Individual,1997 cc,138 bhp @ 3750 rpm,320 Nm @ 1600 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0,2
1824,Maruti Suzuki,Baleno Zeta 1.2 AT,660000,2017,40000,Petrol,Automatic,Pune,Blue,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0,2
1825,Honda,WR-V VX MT Petrol,575000,2017,53580,Petrol,Manual,Kolkata,Gold,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3999.0,1734.0,1601.0,5.0,40.0,2
1826,Mahindra,Quanto C8,240000,2013,51500,Diesel,Manual,Kolkata,Maroon,Second,Individual,1493 cc,100 bhp @ 3750 rpm,240 Nm @ 1600 rpm,RWD,3985.0,1850.0,1880.0,7.0,55.0,4
1827,Honda,City V Petrol,950000,2019,22000,Petrol,Manual,Noida,White,First,Individual,1497 cc,118 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0,2
1828,Renault,Kwid RXT [2015-2019],419000,2017,23700,Petrol,Manual,Mysore,Bronze,First,Individual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679.0,1579.0,1478.0,5.0,28.0,2
1829,Maruti Suzuki,Swift DZire VXI AT,750000,2017,48069,Petrol,Automatic,Hyderabad,White,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0,2
1830,Audi,A4 35 TDI Premium Plus,3400000,2019,48000,Diesel,Automatic,Chandigarh,White,First,Individual,1968 cc,188 bhp @ 4200 rpm,400 Nm @ 1750 rpm,FWD,4726.0,1842.0,1427.0,5.0,54.0,2
1831,Skoda,Octavia Elegance 2.0 TDI AT,1160000,2015,47981,Diesel,Automatic,Mumbai,Black,First,Individual,1968 cc,141 bhp @ 4000 rpm,320 Nm @ 1750 rpm,FWD,4659.0,1814.0,1476.0,5.0,50.0,2
1832,Hyundai,Alcazar Platinum 7 STR 1.5 Diesel,1750000,2021,26000,Diesel,Manual,Zirakpur,White,First,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4500.0,1790.0,1675.0,7.0,50.0,2
1833,Kia,Seltos HTK Plus AT 1.5 Diesel [2020-2021],1575000,2020,63000,Diesel,Automatic,Ahmedabad,White,First,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4315.0,1800.0,1645.0,5.0,50.0,2
1834,Toyota,Fortuner 2.8 4x2 AT [2016-2020],2811000,2019,71500,Diesel,Automatic,Delhi,White,Second,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795.0,1855.0,1835.0,7.0,80.0,4
1835,Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],475000,2016,16630,Petrol,Manual,Mumbai,Maroon,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0,2
1836,Audi,A6 35 TDI Matrix,4351000,2018,36000,Diesel,Automatic,Pune,White,First,Individual,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD,4933.0,1874.0,1455.0,5.0,75.0,2
1837,Honda,City VX Petrol [2017-2019],850000,2017,47255,Petrol,Manual,Ahmedabad,Grey,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0,2
1838,Mahindra,XUV500 W5 [2018-2020],1095000,2018,50000,Diesel,Manual,Zirakpur,Maroon,First,Individual,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0,2
1839,BMW,5-Series 530d M Sport,7700000,2021,18703,Diesel,Automatic,Chennai,White,First,Individual,2993 cc,261 bhp @ 4000 rpm,620 Nm @ 2000 rpm,RWD,4963.0,1868.0,1467.0,5.0,66.0,2
1840,Audi,A6 Technology 45 TFSI,5800000,2021,7935,Petrol,Automatic,Surat,Brown,UnRegistered Car,Individual,1984 cc,241 bhp @ 5000 rpm,370 Nm @ 1600 rpm,FWD,4939.0,1886.0,1457.0,5.0,73.0,6
1841,Hyundai,Creta SX 1.5 Petrol CVT [2020-2022],1925000,2022,9355,Petrol,Automatic,Mumbai,White,First,Individual,1497 cc,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD,4300.0,1790.0,1635.0,5.0,50.0,2
1842,Renault,Kwid RXL [2015-2019],305000,2018,34800,Petrol,Manual,Jamshedpur,Red,First,Individual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679.0,1579.0,1478.0,5.0,28.0,2
1843,Nissan,Terrano XL D Plus,385000,2013,72000,Diesel,Manual,Dehradun,Grey,Second,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4331.0,1822.0,1671.0,5.0,50.0,4
1844,Skoda,Rapid Elegance 1.6 TDI CR MT,500000,2012,86288,Diesel,Manual,Hyderabad,Black,First,Individual,1598 cc,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD,4386.0,1699.0,1466.0,5.0,55.0,2
1845,Honda,Jazz V Petrol,655000,2017,24003,Petrol,Manual,Bangalore,Brown,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955.0,1694.0,1544.0,5.0,40.0,2
1846,Tata,Nexon XZ Plus Diesel,925000,2017,28000,Diesel,Manual,Bangalore,Red,First,Individual,1497 cc,108 bhp @ 3750 rpm,260 Nm @ 1500 rpm,FWD,3994.0,1811.0,1607.0,5.0,44.0,2
1847,Hyundai,Elite i20 Asta 1.4 CRDI,690000,2017,65000,Diesel,Manual,Ahmedabad,White,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0,2
1848,Mahindra,XUV500 W11,1500000,2019,75000,Diesel,Manual,Kota,White,First,Individual,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0,2
1849,Maruti Suzuki,Ertiga ZDi,625000,2015,45000,Diesel,Manual,Gurgaon,Grey,Second,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4265.0,1695.0,1685.0,7.0,45.0,4
1850,Hyundai,Verna 1.6 CRDI SX (O),844999,2018,71000,Diesel,Manual,Gurgaon,White,Second,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4375.0,1700.0,1475.0,5.0,43.0,4
1851,Honda,BR-V V CVT Petrol,745000,2018,54000,Petrol,Automatic,Kolkata,Silver,First,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4453.0,1735.0,1666.0,7.0,42.0,2
